"record_id","berth_id","time","org_id","angle_zone","lspeed_zone","ldistance_zone","rdistance_zone","rspeed_zone","left_speed","left_distance","right_speed","right_distance","angle","left_status","right_status","rdistance_alarm","rspeed_alarm","ldistance_alarm","lspeed_alarm","angle_alarm","created_at","updated_at","deleted_at"
"731","1","2025-02-28T11:44:52.29272","52","1","1","1","1","1","5.800000000000001","-0.008000000000000007","0.1","-0.05900000000000016","0.0417440605448182","1","1","1","1","1","1","1","2025-02-28T11:44:52.29272","2025-02-28T11:44:52.29272",""
"731","1","2025-02-28T11:44:53.46475","52","1","1","1","1","1","-5.6000000000000005","-0.006000000000000227","0.0","-0.05600000000000005","0.04092554983493208","1","1","1","1","1","1","1","2025-02-28T11:44:53.46475","2025-02-28T11:44:53.46475",""
"731","1","2025-02-28T11:44:54.63844","52","1","1","1","1","1","-5.5","0.1609999999999996","-0.4","-0.0519999999999996","0.17434233387090795","3","1","1","1","3","1","1","2025-02-28T11:44:54.63844","2025-02-28T11:44:54.63844",""
"731","1","2025-02-28T11:44:55.79472","52","1","1","1","1","1","-2.9000000000000004","0.07399999999999984","0.8","-0.05600000000000005","0.1064063253361838","3","1","1","1","3","1","1","2025-02-28T11:44:55.79472","2025-02-28T11:44:55.79472",""
"731","1","2025-02-28T11:44:55.86107","52","1","1","1","1","1","-2.9000000000000004","0.07399999999999984","0.1","-0.06500000000000039","0.11377289835258628","3","1","1","1","3","1","1","2025-02-28T11:44:55.86107","2025-02-28T11:44:55.86107",""
"731","1","2025-02-28T11:44:57.03953","52","1","1","1","1","1","5.7","0.0990000000000002","0.7000000000000001","-0.05900000000000016","0.12932453984970405","3","1","1","1","3","1","1","2025-02-28T11:44:57.03953","2025-02-28T11:44:57.03953",""
"731","1","2025-02-28T11:44:58.20842","52","1","1","1","1","1","-4.8","0.06400000000000006","0.5","-0.05600000000000005","0.09822124009149162","3","1","1","1","3","1","1","2025-02-28T11:44:58.20842","2025-02-28T11:44:58.20842",""
"731","1","2025-02-28T11:44:59.36847","52","1","1","1","1","1","-4.3","-0.07000000000000028","-0.2","-0.03699999999999992","-0.02701086548373021","1","1","1","1","1","1","1","2025-02-28T11:44:59.36847","2025-02-28T11:44:59.36847",""
"731","1","2025-02-28T11:45:00.53754","52","1","1","1","1","1","-0.4","0.03699999999999992","-0.8999999999999999","-0.03599999999999959","0.059751291259932476","3","1","1","1","3","1","1","2025-02-28T11:45:00.53754","2025-02-28T11:45:00.53754",""
"731","1","2025-02-28T11:45:01.71653","52","1","1","1","1","1","-5.8999999999999995","0.19700000000000006","0.2","-0.054999999999999716","0.20626391519006204","3","1","1","1","3","1","1","2025-02-28T11:45:01.71653","2025-02-28T11:45:01.71653",""
"731","1","2025-02-28T11:45:02.88376","52","1","1","1","1","1","-3.4000000000000004","0.09100000000000019","1.4000000000000001","-0.05400000000000027","0.11868394495552892","3","1","1","1","3","1","1","2025-02-28T11:45:02.88376","2025-02-28T11:45:02.88376",""
"731","1","2025-02-28T11:45:04.07390","52","1","1","1","1","1","-3.4000000000000004","0.09100000000000019","-1.0","-0.05799999999999983","0.1219579750597696","3","1","1","1","3","1","1","2025-02-28T11:45:04.07390","2025-02-28T11:45:04.07390",""
"731","1","2025-02-28T11:45:05.25889","52","1","1","1","1","1","0.0","0.09100000000000019","-0.1","-0.05999999999999961","0.12359498981455594","3","1","1","1","3","1","1","2025-02-28T11:45:05.25889","2025-02-28T11:45:05.25889",""
"731","1","2025-02-28T11:45:06.41491","52","1","1","1","1","1","3.9","0.12699999999999978","0.7000000000000001","-0.05400000000000027","0.14815018542535294","3","1","1","1","3","1","1","2025-02-28T11:45:06.41491","2025-02-28T11:45:06.41491",""
"731","1","2025-02-28T11:45:07.60283","52","1","1","1","1","1","6.7","-0.019999999999999574","-0.4","-0.04800000000000004","0.022918310582923467","1","1","1","1","1","1","1","2025-02-28T11:45:07.60283","2025-02-28T11:45:07.60283",""
"731","1","2025-02-28T11:45:08.74837","52","1","1","1","1","1","6.7","-0.019999999999999574","0.7000000000000001","-0.06299999999999972","0.035195974416720066","1","1","1","1","1","1","1","2025-02-28T11:45:08.74837","2025-02-28T11:45:08.74837",""
"731","1","2025-02-28T11:45:09.91650","52","1","1","1","1","1","6.7","-0.019999999999999574","0.0","-0.054999999999999716","0.02864788736921749","1","1","1","1","1","1","1","2025-02-28T11:45:09.91650","2025-02-28T11:45:09.91650",""
"731","1","2025-02-28T11:45:09.97145","52","1","1","1","1","1","1.4000000000000001","0.09600000000000009","0.0","-0.054999999999999716","0.12359498981455594","3","1","1","1","3","1","1","2025-02-28T11:45:09.97145","2025-02-28T11:45:09.97145",""
"731","1","2025-02-28T11:45:11.13810","52","1","1","1","1","1","-2.6","0.03300000000000036","0.1","-0.057000000000000384","0.07366596163967609","3","1","1","1","3","1","1","2025-02-28T11:45:11.13810","2025-02-28T11:45:11.13810",""
