"record_id","berth_id","time","org_id","angle_zone","lspeed_zone","ldistance_zone","rdistance_zone","rspeed_zone","left_speed","left_distance","right_speed","right_distance","angle","left_status","right_status","rdistance_alarm","rspeed_alarm","ldistance_alarm","lspeed_alarm","angle_alarm","created_at","updated_at","deleted_at"
"709","1","2025-02-22T09:04:15.73894","52","1","1","1","1","1","0.0","-5.5","0.0","-5.2","-0.24555183739911976","1","1","1","1","1","1","1","2025-02-22T09:04:15.73894","2025-02-22T09:04:15.73894",""
"709","1","2025-02-22T09:04:16.92862","52","2","2","2","1","1","-511.8","55.054","0.0","-5.2","40.720929262380544","1","1","1","1","1","1","1","2025-02-22T09:04:16.92862","2025-02-22T09:04:16.92862",""
"709","1","2025-02-22T09:04:18.09319","52","2","2","2","1","1","186.3","50.185","0.0","-5.2","38.3515484261628","1","1","1","1","1","3","1","2025-02-22T09:04:18.09319","2025-02-22T09:04:18.09319",""
"709","1","2025-02-22T09:04:19.27465","52","1","1","1","1","1","0.0","-5.5","0.0","-5.2","-0.24555183739911976","1","1","1","1","1","1","1","2025-02-22T09:04:19.27465","2025-02-22T09:04:19.27465",""
"709","1","2025-02-22T09:04:20.45414","52","1","1","1","1","1","0.0","-5.5","0.0","-5.2","-0.24555183739911976","1","1","1","1","1","1","1","2025-02-22T09:04:20.45414","2025-02-22T09:04:20.45414",""
"709","1","2025-02-22T09:04:20.46724","52","1","1","1","1","1","0.0","-5.5","0.0","-5.2","-0.24555183739911976","1","1","1","1","1","1","1","2025-02-22T09:04:20.46724","2025-02-22T09:04:20.46724",""
"709","1","2025-02-22T09:04:21.65923","52","1","1","1","1","1","0.0","-5.5","0.0","-5.2","-0.24555183739911976","1","1","1","1","1","1","1","2025-02-22T09:04:21.65923","2025-02-22T09:04:21.65923",""
"709","1","2025-02-22T09:04:22.84419","52","2","2","2","1","1","-535.5","54.647","0.0","-5.2","40.52902394875302","1","1","1","1","1","1","1","2025-02-22T09:04:22.84419","2025-02-22T09:04:22.84419",""
"709","1","2025-02-22T09:04:24.01957","52","2","2","2","1","1","-226.2","51.77","0.0","-5.2","39.14066588258328","1","1","1","1","1","1","1","2025-02-22T09:04:24.01957","2025-02-22T09:04:24.01957",""
"709","1","2025-02-22T09:04:25.19232","52","2","2","2","1","1","-366.7","47.602","0.0","-5.2","37.02777214228533","1","1","1","1","1","1","1","2025-02-22T09:04:25.19232","2025-02-22T09:04:25.19232",""
"709","1","2025-02-22T09:04:26.36662","52","1","1","1","1","1","0.0","-5.5","0.0","-5.2","-0.24555183739911976","1","1","1","1","1","1","1","2025-02-22T09:04:26.36662","2025-02-22T09:04:26.36662",""
"709","1","2025-02-22T09:04:27.54842","52","1","1","1","1","1","0.0","-5.5","0.0","-5.2","-0.24555183739911976","1","1","1","1","1","1","1","2025-02-22T09:04:27.54842","2025-02-22T09:04:27.54842",""
"709","1","2025-02-22T09:04:28.72441","52","1","1","1","1","1","0.0","-5.5","0.0","-5.2","-0.24555183739911976","1","1","1","1","1","1","1","2025-02-22T09:04:28.72441","2025-02-22T09:04:28.72441",""
"709","1","2025-02-22T09:04:29.91327","52","2","2","2","1","1","-43.9","45.077","0.0","-5.2","35.68752741554364","1","1","1","1","1","1","1","2025-02-22T09:04:29.91327","2025-02-22T09:04:29.91327",""
"709","1","2025-02-22T09:04:31.09820","52","2","2","2","1","1","-24.3","44.909","0.0","-5.2","35.59671088827392","1","1","1","1","1","1","1","2025-02-22T09:04:31.09820","2025-02-22T09:04:31.09820",""
"709","1","2025-02-22T09:04:32.29038","52","2","2","2","1","1","-294.0","49.564","0.0","-5.2","38.03759532985558","1","1","1","1","1","1","1","2025-02-22T09:04:32.29038","2025-02-22T09:04:32.29038",""
