"record_id","berth_id","time","org_id","angle_zone","lspeed_zone","ldistance_zone","rdistance_zone","rspeed_zone","left_speed","left_distance","right_speed","right_distance","angle","left_status","right_status","rdistance_alarm","rspeed_alarm","ldistance_alarm","lspeed_alarm","angle_alarm","created_at","updated_at","deleted_at"
"722","1","2025-02-25T13:35:46.03460","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:46.03460","2025-02-25T13:35:46.03460",""
"722","1","2025-02-25T13:35:47.19753","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:47.19753","2025-02-25T13:35:47.19753",""
"722","1","2025-02-25T13:35:48.36396","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:48.36396","2025-02-25T13:35:48.36396",""
"722","1","2025-02-25T13:35:49.52462","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:49.52462","2025-02-25T13:35:49.52462",""
"722","1","2025-02-25T13:35:50.69799","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:50.69799","2025-02-25T13:35:50.69799",""
"722","1","2025-02-25T13:35:51.86036","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:51.86036","2025-02-25T13:35:51.86036",""
"722","1","2025-02-25T13:35:53.01724","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:53.01724","2025-02-25T13:35:53.01724",""
"722","1","2025-02-25T13:35:53.06414","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:53.06414","2025-02-25T13:35:53.06414",""
"722","1","2025-02-25T13:35:54.21670","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:54.21670","2025-02-25T13:35:54.21670",""
"722","1","2025-02-25T13:35:55.41800","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:55.41800","2025-02-25T13:35:55.41800",""
"722","1","2025-02-25T13:35:56.59649","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:56.59649","2025-02-25T13:35:56.59649",""
"722","1","2025-02-25T13:35:57.78166","52","1","1","1","1","1","0.0","-5.5","0.0","-5.0","-0.4092486080349388","1","1","1","1","1","1","1","2025-02-25T13:35:57.78166","2025-02-25T13:35:57.78166",""
