"record_id","berth_id","time","org_id","angle_zone","lspeed_zone","ldistance_zone","rdistance_zone","rspeed_zone","left_speed","left_distance","right_speed","right_distance","angle","left_status","right_status","rdistance_alarm","rspeed_alarm","ldistance_alarm","lspeed_alarm","angle_alarm","created_at","updated_at","deleted_at"
"732","1","2025-02-28T11:48:26.35384","52","1","1","1","1","1","-2.4","0.0","-0.8","-0.04600000000000026","0.03765150683168702","3","1","1","1","3","1","1","2025-02-28T11:48:26.35384","2025-02-28T11:48:26.35384",""
"732","1","2025-02-28T11:48:27.49193","52","1","1","1","1","1","-3.6999999999999997","0.13100000000000023","-0.2","-0.07399999999999984","0.16779430316317903","3","1","1","1","3","1","1","2025-02-28T11:48:27.49193","2025-02-28T11:48:27.49193",""
"732","1","2025-02-28T11:48:28.65185","52","1","1","1","1","1","10.8","-0.02799999999999958","0.8999999999999999","-0.06200000000000028","0.027829376432153673","1","1","1","1","1","1","1","2025-02-28T11:48:28.65185","2025-02-28T11:48:28.65185",""
"732","1","2025-02-28T11:48:29.79880","52","1","1","1","1","1","-2.0","0.1120000000000001","0.0","-0.052999999999999936","0.13505408729838259","3","1","1","1","3","1","1","2025-02-28T11:48:29.79880","2025-02-28T11:48:29.79880",""
"732","1","2025-02-28T11:48:30.96430","52","1","1","1","1","1","1.9","-0.019999999999999574","0.4","-0.054999999999999716","0.02864788736921749","1","1","1","1","1","1","1","2025-02-28T11:48:30.96430","2025-02-28T11:48:30.96430",""
"732","1","2025-02-28T11:48:32.11445","52","1","1","1","1","1","5.4","0.11099999999999977","-0.3","-0.05999999999999961","0.1399651258232005","3","1","1","1","3","1","1","2025-02-28T11:48:32.11445","2025-02-28T11:48:32.11445",""
"732","1","2025-02-28T11:48:33.27568","52","1","1","1","1","1","-8.9","0.2190000000000003","0.5","-0.06500000000000039","0.23245588716193874","3","1","1","1","3","1","1","2025-02-28T11:48:33.27568","2025-02-28T11:48:33.27568",""
"732","1","2025-02-28T11:48:34.43683","52","1","1","1","1","1","6.6000000000000005","0.1070000000000002","-0.3","-0.06400000000000006","0.13996512582320125","3","1","1","1","3","1","1","2025-02-28T11:48:34.43683","2025-02-28T11:48:34.43683",""
"732","1","2025-02-28T11:48:35.59922","52","1","1","1","1","1","5.8999999999999995","-0.0129999999999999","0.0","-0.051000000000000156","0.031103420108915977","1","1","1","1","1","1","1","2025-02-28T11:48:35.59922","2025-02-28T11:48:35.59922",""
"732","1","2025-02-28T11:48:36.77710","52","1","1","1","1","1","-2.5","-0.014000000000000234","-0.2","-0.05600000000000005","0.03437746358255401","1","1","1","1","1","1","1","2025-02-28T11:48:36.77710","2025-02-28T11:48:36.77710",""
"732","1","2025-02-28T11:48:37.93723","52","1","1","1","1","1","1.0999999999999999","0.030999999999999694","0.4","-0.05400000000000027","0.06957341235651786","3","1","1","1","3","1","1","2025-02-28T11:48:37.93723","2025-02-28T11:48:37.93723",""
"732","1","2025-02-28T11:48:39.10724","52","1","1","1","1","1","-0.5","0.05900000000000016","-0.6","-0.06400000000000006","0.10067676610104617","3","1","1","1","3","1","1","2025-02-28T11:48:39.10724","2025-02-28T11:48:39.10724",""
"732","1","2025-02-28T11:48:40.27465","52","1","1","1","1","1","8.1","-0.17600000000000016","0.4","-0.04800000000000004","-0.1047693086240022","1","1","1","1","1","1","1","2025-02-28T11:48:40.27465","2025-02-28T11:48:40.27465",""
"732","1","2025-02-28T11:48:40.32886","52","1","1","1","1","1","8.1","-0.17600000000000016","0.6","-0.05400000000000027","-0.09985825747184132","1","1","1","1","1","1","1","2025-02-28T11:48:40.32886","2025-02-28T11:48:40.32886",""
"732","1","2025-02-28T11:48:41.48506","52","1","1","1","1","1","-4.7","-0.001000000000000334","0.2","-0.054999999999999716","0.044199592570908476","1","1","1","1","1","1","1","2025-02-28T11:48:41.48506","2025-02-28T11:48:41.48506",""
"732","1","2025-02-28T11:48:42.63988","52","1","1","1","1","1","-4.7","-0.001000000000000334","-0.1","-0.05799999999999983","0.04665512443463379","1","1","1","1","1","1","1","2025-02-28T11:48:42.63988","2025-02-28T11:48:42.63988",""
"732","1","2025-02-28T11:48:43.79823","52","1","1","1","1","1","-15.8","0.17100000000000026","-0.6","-0.0519999999999996","0.18252736583121315","3","1","1","1","3","1","1","2025-02-28T11:48:43.79823","2025-02-28T11:48:43.79823",""
"732","1","2025-02-28T11:48:44.96531","52","1","1","1","1","1","3.4000000000000004","0.04900000000000038","-0.3","-0.051000000000000156","0.08185105790915657","3","1","1","1","3","1","1","2025-02-28T11:48:44.96531","2025-02-28T11:48:44.96531",""
"732","1","2025-02-28T11:48:46.12814","52","1","1","1","1","1","1.7000000000000002","0.01499999999999968","-0.3","-0.04699999999999971","0.050747677155530226","3","1","1","1","3","1","1","2025-02-28T11:48:46.12814","2025-02-28T11:48:46.12814",""
"732","1","2025-02-28T11:48:47.30621","52","1","1","1","1","1","5.1","0.10099999999999998","0.8","-0.07099999999999973","0.14078363204600444","3","1","1","1","3","1","1","2025-02-28T11:48:47.30621","2025-02-28T11:48:47.30621",""
"732","1","2025-02-28T11:48:48.46975","52","1","1","1","1","1","-2.9000000000000004","0.125","-0.1","-0.06500000000000039","0.1555167339067296","3","1","1","1","3","1","1","2025-02-28T11:48:48.46975","2025-02-28T11:48:48.46975",""
"732","1","2025-02-28T11:48:49.62547","52","1","1","1","1","1","-2.1","0.0940000000000003","0.1","-0.06700000000000017","0.13178006050824417","3","1","1","1","3","1","1","2025-02-28T11:48:49.62547","2025-02-28T11:48:49.62547",""
"732","1","2025-02-28T11:48:50.78579","52","1","1","1","1","1","2.0","0.020999999999999908","-1.0999999999999999","-0.05900000000000016","0.0654808623634293","3","1","1","1","3","1","1","2025-02-28T11:48:50.78579","2025-02-28T11:48:50.78579",""
"732","1","2025-02-28T11:48:51.94823","52","1","1","1","1","1","-2.7","0.09799999999999986","-1.0999999999999999","-0.06200000000000028","0.13096155367540574","3","1","1","1","3","1","1","2025-02-28T11:48:51.94823","2025-02-28T11:48:51.94823",""
"732","1","2025-02-28T11:48:53.10530","52","1","1","1","1","1","2.1999999999999997","0.07200000000000006","-0.5","-0.07000000000000028","0.11622842186753689","3","1","1","1","3","1","1","2025-02-28T11:48:53.10530","2025-02-28T11:48:53.10530",""
"732","1","2025-02-28T11:48:54.28328","52","1","1","1","1","1","1.6","0.11899999999999977","0.6","-0.052999999999999936","0.14078363204600444","3","1","1","1","3","1","1","2025-02-28T11:48:54.28328","2025-02-28T11:48:54.28328",""
"732","1","2025-02-28T11:48:55.42625","52","1","1","1","1","1","8.200000000000001","0.07599999999999962","0.4","-0.06799999999999962","0.11786543730752724","3","1","1","1","3","1","1","2025-02-28T11:48:55.42625","2025-02-28T11:48:55.42625",""
"732","1","2025-02-28T11:48:56.60128","52","1","1","1","1","1","8.200000000000001","0.07599999999999962","0.2","-0.06299999999999972","0.11377289835258556","3","1","1","1","3","1","1","2025-02-28T11:48:56.60128","2025-02-28T11:48:56.60128",""
"732","1","2025-02-28T11:48:57.77537","52","1","1","1","1","1","2.8000000000000003","0.0940000000000003","0.4","-0.06400000000000006","0.12932453984970405","3","1","1","1","3","1","1","2025-02-28T11:48:57.77537","2025-02-28T11:48:57.77537",""
"732","1","2025-02-28T11:48:57.79122","52","1","1","1","1","1","4.7","-0.027000000000000135","0.4","-0.06400000000000006","0.030284909207932725","1","1","1","1","1","1","1","2025-02-28T11:48:57.79122","2025-02-28T11:48:57.79122",""
"732","1","2025-02-28T11:48:58.96608","52","1","1","1","1","1","4.7","-0.027000000000000135","0.0","-0.06200000000000028","0.02864788736921749","1","1","1","1","1","1","1","2025-02-28T11:48:58.96608","2025-02-28T11:48:58.96608",""
"732","1","2025-02-28T11:49:00.14512","52","1","1","1","1","1","14.6","0.03399999999999981","0.5","-0.06200000000000028","0.07857701978355712","3","1","1","1","3","1","1","2025-02-28T11:49:00.14512","2025-02-28T11:49:00.14512",""
"732","1","2025-02-28T11:49:01.30121","52","1","1","1","1","1","-1.3","-0.051000000000000156","0.5","-0.05799999999999983","0.005729577932209371","1","1","1","1","1","1","1","2025-02-28T11:49:01.30121","2025-02-28T11:49:01.30121",""
"732","1","2025-02-28T11:49:02.46130","52","1","1","1","1","1","5.6000000000000005","0.07099999999999973","-0.4","-0.07500000000000018","0.11950245255508703","3","1","1","1","3","1","1","2025-02-28T11:49:02.46130","2025-02-28T11:49:02.46130",""
"732","1","2025-02-28T11:49:03.63034","52","1","1","1","1","1","-8.6","0.1349999999999998","-0.7000000000000001","-0.052999999999999936","0.1538797235688434","3","1","1","1","3","1","1","2025-02-28T11:49:03.63034","2025-02-28T11:49:03.63034",""
"732","1","2025-02-28T11:49:04.80227","52","1","1","1","1","1","-8.6","0.09999999999999964","0.4","-0.057000000000000384","0.12850603285750814","3","1","1","1","3","1","1","2025-02-28T11:49:04.80227","2025-02-28T11:49:04.80227",""
"732","1","2025-02-28T11:49:05.97736","52","1","1","1","1","1","-11.3","0.14700000000000024","0.7000000000000001","-0.07699999999999996","0.18334586862300759","3","1","1","1","3","1","1","2025-02-28T11:49:05.97736","2025-02-28T11:49:05.97736",""
"732","1","2025-02-28T11:49:07.15995","52","1","1","1","1","1","-11.3","0.14700000000000024","0.0","-0.0519999999999996","0.16288327724659507","3","1","1","1","3","1","1","2025-02-28T11:49:07.15995","2025-02-28T11:49:07.15995",""
"732","1","2025-02-28T11:49:08.32122","52","1","1","1","1","1","-2.8000000000000003","-0.13900000000000023","-0.1","-0.054999999999999716","-0.06875490241335873","1","1","1","1","1","1","1","2025-02-28T11:49:08.32122","2025-02-28T11:49:08.32122",""
"732","1","2025-02-28T11:49:09.48094","52","1","1","1","1","1","-8.5","0.052999999999999936","0.4","-0.06299999999999972","0.09494720485238288","3","1","1","1","3","1","1","2025-02-28T11:49:09.48094","2025-02-28T11:49:09.48094",""
"732","1","2025-02-28T11:49:10.65004","52","1","1","1","1","1","15.6","0.03300000000000036","0.7000000000000001","-0.08199999999999985","0.09412869594488658","3","1","1","1","3","1","1","2025-02-28T11:49:10.65004","2025-02-28T11:49:10.65004",""
"732","1","2025-02-28T11:49:11.82099","52","1","1","1","1","1","4.6","0.06899999999999995","0.3","-0.06599999999999984","0.11049886635075098","3","1","1","1","3","1","1","2025-02-28T11:49:11.82099","2025-02-28T11:49:11.82099",""
"732","1","2025-02-28T11:49:12.98011","52","1","1","1","1","1","1.0","0.04600000000000026","-0.5","-0.06200000000000028","0.0883991325353664","3","1","1","1","3","1","1","2025-02-28T11:49:12.98011","2025-02-28T11:49:12.98011",""
"732","1","2025-02-28T11:49:14.13620","52","1","1","1","1","1","1.0","0.04600000000000026","0.3","-0.06599999999999984","0.09167316899321433","3","1","1","1","3","1","1","2025-02-28T11:49:14.13620","2025-02-28T11:49:14.13620",""
"732","1","2025-02-28T11:49:14.21621","52","1","1","1","1","1","1.0","0.04600000000000026","-0.2","-0.06700000000000017","0.09249167801496821","3","1","1","1","3","1","1","2025-02-28T11:49:14.21621","2025-02-28T11:49:14.21621",""
"732","1","2025-02-28T11:49:15.38626","52","1","1","1","1","1","1.0","0.04600000000000026","-0.6","-0.04900000000000038","0.0777585101711422","3","1","1","1","3","1","1","2025-02-28T11:49:15.38626","2025-02-28T11:49:15.38626",""
"732","1","2025-02-28T11:49:16.58625","52","1","1","1","1","1","5.6000000000000005","-0.014000000000000234","0.2","-0.057000000000000384","0.035195974416720066","1","1","1","1","1","1","1","2025-02-28T11:49:16.58625","2025-02-28T11:49:16.58625",""
"732","1","2025-02-28T11:49:17.74159","52","1","1","1","1","1","15.4","0.0389999999999997","0.5","-0.06799999999999962","0.0875806233298653","3","1","1","1","3","1","1","2025-02-28T11:49:17.74159","2025-02-28T11:49:17.74159",""
"732","1","2025-02-28T11:49:18.89754","52","1","1","1","1","1","3.4000000000000004","0.125","0.4","-0.06899999999999995","0.15879075381812266","3","1","1","1","3","1","1","2025-02-28T11:49:18.89754","2025-02-28T11:49:18.89754",""
"732","1","2025-02-28T11:49:20.05009","52","1","1","1","1","1","-6.2","-0.019999999999999574","-0.2","-0.05900000000000016","0.031921930997203966","1","1","1","1","1","1","1","2025-02-28T11:49:20.05009","2025-02-28T11:49:20.05009",""
